index,RLU,TotHour,cell.line,well,drug1,drug1.conc,drug1.units,log_RLU
909,6840,139.8225,H1048,G13,YM-155,1.00E-05,M,8.830543011
910,10344,0,H1048,G14,YM-155,2.50E-06,M,9.24416192
911,2714,14.94444444,H1048,G14,YM-155,2.50E-06,M,7.90617884
912,2983,26.25305556,H1048,G14,YM-155,2.50E-06,M,8.000684785
913,3222,46.34472222,H1048,G14,YM-155,2.50E-06,M,8.077757564
914,4114,63.40472222,H1048,G14,YM-155,2.50E-06,M,8.32215107
915,3893,76.06722222,H1048,G14,YM-155,2.50E-06,M,8.266935348
916,3746,90.6525,H1048,G14,YM-155,2.50E-06,M,8.228443883
917,4002,109.2747222,H1048,G14,YM-155,2.50E-06,M,8.294549515
918,5290,120.8530556,H1048,G14,YM-155,2.50E-06,M,8.573573525
919,3517,139.8225,H1048,G14,YM-155,2.50E-06,M,8.165363632
920,15598,0,H1048,G15,YM-155,6.25E-07,M,9.65489798
921,5076,14.94444444,H1048,G15,YM-155,6.25E-07,M,8.532278829
922,3438,26.25305556,H1048,G15,YM-155,6.25E-07,M,8.142645186
923,4626,46.34472222,H1048,G15,YM-155,6.25E-07,M,8.439447843
924,5454,63.40472222,H1048,G15,YM-155,6.25E-07,M,8.604104563
925,6362,76.06722222,H1048,G15,YM-155,6.25E-07,M,8.758098072
926,6537,90.6525,H1048,G15,YM-155,6.25E-07,M,8.785233624
927,8109,109.2747222,H1048,G15,YM-155,6.25E-07,M,9.000729835
928,4584,120.8530556,H1048,G15,YM-155,6.25E-07,M,8.430327258
929,6772,139.8225,H1048,G15,YM-155,6.25E-07,M,8.820551743
930,16627,0,H1048,G16,YM-155,1.56E-07,M,9.718783159
931,9698,14.94444444,H1048,G16,YM-155,1.56E-07,M,9.179674958
932,5521,26.25305556,H1048,G16,YM-155,1.56E-07,M,8.616314282
933,6935,46.34472222,H1048,G16,YM-155,1.56E-07,M,8.844336333
934,8086,63.40472222,H1048,G16,YM-155,1.56E-07,M,8.99788945
935,6723,76.06722222,H1048,G16,YM-155,1.56E-07,M,8.813289762
936,7209,90.6525,H1048,G16,YM-155,1.56E-07,M,8.883085524
937,8353,109.2747222,H1048,G16,YM-155,1.56E-07,M,9.030376035
938,7110,120.8530556,H1048,G16,YM-155,1.56E-07,M,8.869257523
939,6873,139.8225,H1048,G16,YM-155,1.56E-07,M,8.835355971
940,23998,0,H1048,G17,YM-155,3.91E-08,M,10.08572577
941,20221,14.94444444,H1048,G17,YM-155,3.91E-08,M,9.914476947
942,19603,26.25305556,H1048,G17,YM-155,3.91E-08,M,9.883437895
943,13745,46.34472222,H1048,G17,YM-155,3.91E-08,M,9.528430401
944,15162,63.40472222,H1048,G17,YM-155,3.91E-08,M,9.626547577
945,12151,76.06722222,H1048,G17,YM-155,3.91E-08,M,9.40516675
946,12259,90.6525,H1048,G17,YM-155,3.91E-08,M,9.41401564
947,11848,109.2747222,H1048,G17,YM-155,3.91E-08,M,9.379914356
948,13025,120.8530556,H1048,G17,YM-155,3.91E-08,M,9.474625867
949,12175,139.8225,H1048,G17,YM-155,3.91E-08,M,9.407139948
950,18857,0,H1048,G18,YM-155,9.77E-09,M,9.844639477
951,27571,14.94444444,H1048,G18,YM-155,9.77E-09,M,10.22451977
952,34170,26.25305556,H1048,G18,YM-155,9.77E-09,M,10.43910335
953,32917,46.34472222,H1048,G18,YM-155,9.77E-09,M,10.40174452
954,33516,63.40472222,H1048,G18,YM-155,9.77E-09,M,10.41977822
955,33031,76.06722222,H1048,G18,YM-155,9.77E-09,M,10.40520179
956,31367,90.6525,H1048,G18,YM-155,9.77E-09,M,10.35351166
957,27349,109.2747222,H1048,G18,YM-155,9.77E-09,M,10.21643524
958,27678,120.8530556,H1048,G18,YM-155,9.77E-09,M,10.22839315
959,28785,139.8225,H1048,G18,YM-155,9.77E-09,M,10.2676097
960,21973,0,H1048,G19,YM-155,2.44E-09,M,9.997569706
961,40615,14.94444444,H1048,G19,YM-155,2.44E-09,M,10.61189274
962,45826,26.25305556,H1048,G19,YM-155,2.44E-09,M,10.73260689
963,58125,46.34472222,H1048,G19,YM-155,2.44E-09,M,10.97035114
964,58816,63.40472222,H1048,G19,YM-155,2.44E-09,M,10.98216921
965,54937,76.06722222,H1048,G19,YM-155,2.44E-09,M,10.91394235
966,63860,90.6525,H1048,G19,YM-155,2.44E-09,M,11.06444847
967,68151,109.2747222,H1048,G19,YM-155,2.44E-09,M,11.12948111
968,70724,120.8530556,H1048,G19,YM-155,2.44E-09,M,11.16654026
969,67476,139.8225,H1048,G19,YM-155,2.44E-09,M,11.11952726
970,17993,0,H1048,G20,YM-155,6.10E-10,M,9.797738072
971,34968,14.94444444,H1048,G20,YM-155,6.10E-10,M,10.46218864
972,42488,26.25305556,H1048,G20,YM-155,6.10E-10,M,10.65697696
973,54994,46.34472222,H1048,G20,YM-155,6.10E-10,M,10.91497937
974,57745,63.40472222,H1048,G20,YM-155,6.10E-10,M,10.96379204
975,56557,76.06722222,H1048,G20,YM-155,6.10E-10,M,10.94300426
976,64060,90.6525,H1048,G20,YM-155,6.10E-10,M,11.06757542
977,65755,109.2747222,H1048,G20,YM-155,6.10E-10,M,11.09369099
978,56591,120.8530556,H1048,G20,YM-155,6.10E-10,M,10.94360524
979,65769,139.8225,H1048,G20,YM-155,6.10E-10,M,11.09390388
980,27936,0,H1048,G21,YM-155,1.53E-10,M,10.23767146
981,40517,14.94444444,H1048,G21,YM-155,1.53E-10,M,10.60947692
982,52594,26.25305556,H1048,G21,YM-155,1.53E-10,M,10.87035732
983,55832,46.34472222,H1048,G21,YM-155,1.53E-10,M,10.93010246
984,66308,63.40472222,H1048,G21,YM-155,1.53E-10,M,11.10206583
985,63296,76.06722222,H1048,G21,YM-155,1.53E-10,M,11.05557741
986,67079,90.6525,H1048,G21,YM-155,1.53E-10,M,11.11362631
987,75144,109.2747222,H1048,G21,YM-155,1.53E-10,M,11.22716155
988,77745,120.8530556,H1048,G21,YM-155,1.53E-10,M,11.26118952
989,78446,139.8225,H1048,G21,YM-155,1.53E-10,M,11.27016577
990,14368,0,H1048,G22,YM-155,0,M,9.572758791
991,33638,14.94444444,H1048,G22,YM-155,0,M,10.42341166
992,36028,26.25305556,H1048,G22,YM-155,0,M,10.49205169
993,43666,46.34472222,H1048,G22,YM-155,0,M,10.68432505
994,43156,63.40472222,H1048,G22,YM-155,0,M,10.67257674
995,39234,76.06722222,H1048,G22,YM-155,0,M,10.577299
996,39402,90.6525,H1048,G22,YM-155,0,M,10.58157186
997,41925,109.2747222,H1048,G22,YM-155,0,M,10.64363759
998,43124,120.8530556,H1048,G22,YM-155,0,M,10.67183497
999,39002,139.8225,H1048,G22,YM-155,0,M,10.57136821
1000,18223,0,H1048,H03,barasertib,1.00E-05,M,9.810439811
1001,22884,14.94444444,H1048,H03,barasertib,1.00E-05,M,10.03819326
1002,28562,26.25305556,H1048,H03,barasertib,1.00E-05,M,10.25983244
1003,21593,46.34472222,H1048,H03,barasertib,1.00E-05,M,9.980124467
1004,21193,63.40472222,H1048,H03,barasertib,1.00E-05,M,9.961426217
1005,16473,76.06722222,H1048,H03,barasertib,1.00E-05,M,9.709477956
1006,18138,90.6525,H1048,H03,barasertib,1.00E-05,M,9.805764464
1007,16445,109.2747222,H1048,H03,barasertib,1.00E-05,M,9.707776759
1008,22024,120.8530556,H1048,H03,barasertib,1.00E-05,M,9.999888047
1009,12284,139.8225,H1048,H03,barasertib,1.00E-05,M,9.416052882
1010,13969,0,H1048,H04,barasertib,2.50E-06,M,9.544595868
1011,22362,14.94444444,H1048,H04,barasertib,2.50E-06,M,10.01511837
1012,26279,26.25305556,H1048,H04,barasertib,2.50E-06,M,10.17652542
1013,23511,46.34472222,H1048,H04,barasertib,2.50E-06,M,10.06522368
1014,21326,63.40472222,H1048,H04,barasertib,2.50E-06,M,9.967682265
1015,21155,76.06722222,H1048,H04,barasertib,2.50E-06,M,9.959631563
1016,18126,90.6525,H1048,H04,barasertib,2.50E-06,M,9.805102651
1017,15782,109.2747222,H1048,H04,barasertib,2.50E-06,M,9.666625329
1018,14062,120.8530556,H1048,H04,barasertib,2.50E-06,M,9.551231403
1019,15509,139.8225,H1048,H04,barasertib,2.50E-06,M,9.64917578
1020,25390,0,H1048,H05,barasertib,6.25E-07,M,10.14211067
1021,37821,14.94444444,H1048,H05,barasertib,6.25E-07,M,10.54061978
1022,42192,26.25305556,H1048,H05,barasertib,6.25E-07,M,10.64998591
1023,40628,46.34472222,H1048,H05,barasertib,6.25E-07,M,10.61221276
1024,28590,63.40472222,H1048,H05,barasertib,6.25E-07,M,10.26081229
1025,27003,76.06722222,H1048,H05,barasertib,6.25E-07,M,10.20370325
1026,34791,90.6525,H1048,H05,barasertib,6.25E-07,M,10.45711401
1027,23508,109.2747222,H1048,H05,barasertib,6.25E-07,M,10.06509607
1028,30307,120.8530556,H1048,H05,barasertib,6.25E-07,M,10.31913399
1029,26146,139.8225,H1048,H05,barasertib,6.25E-07,M,10.17145149
1030,20026,0,H1048,H06,barasertib,1.56E-07,M,9.904786708
1031,27215,14.94444444,H1048,H06,barasertib,1.56E-07,M,10.21152357
1032,32809,26.25305556,H1048,H06,barasertib,1.56E-07,M,10.39845815
1033,29927,46.34472222,H1048,H06,barasertib,1.56E-07,M,10.30651636
1034,27046,63.40472222,H1048,H06,barasertib,1.56E-07,M,10.2052944
1035,23131,76.06722222,H1048,H06,barasertib,1.56E-07,M,10.04892899
1036,19682,90.6525,H1048,H06,barasertib,1.56E-07,M,9.887459791
1037,25738,109.2747222,H1048,H06,barasertib,1.56E-07,M,10.15572378
1038,19657,120.8530556,H1048,H06,barasertib,1.56E-07,M,9.886188788
1039,21811,139.8225,H1048,H06,barasertib,1.56E-07,M,9.990169709
1040,23486,0,H1048,H07,barasertib,3.91E-08,M,10.06415978
1041,39346,14.94444444,H1048,H07,barasertib,3.91E-08,M,10.5801496
1042,40964,26.25305556,H1048,H07,barasertib,3.91E-08,M,10.62044891
1043,37285,46.34472222,H1048,H07,barasertib,3.91E-08,M,10.52634638
1044,26496,63.40472222,H1048,H07,barasertib,3.91E-08,M,10.18474906
1045,26335,76.06722222,H1048,H07,barasertib,3.91E-08,M,10.17865413
1046,22655,90.6525,H1048,H07,barasertib,3.91E-08,M,10.02813586
1047,22439,109.2747222,H1048,H07,barasertib,3.91E-08,M,10.0185558
1048,26308,120.8530556,H1048,H07,barasertib,3.91E-08,M,10.17762835
1049,21890,139.8225,H1048,H07,barasertib,3.91E-08,M,9.993785191
1050,19437,0,H1048,H08,barasertib,9.77E-09,M,9.874933745
1051,28482,14.94444444,H1048,H08,barasertib,9.77E-09,M,10.25702759
1052,32531,26.25305556,H1048,H08,barasertib,9.77E-09,M,10.38994876
1053,37938,46.34472222,H1048,H08,barasertib,9.77E-09,M,10.54370853
1054,34887,63.40472222,H1048,H08,barasertib,9.77E-09,M,10.45986955
1055,34616,76.06722222,H1048,H08,barasertib,9.77E-09,M,10.45207128
1056,39011,90.6525,H1048,H08,barasertib,9.77E-09,M,10.57159894
1057,38565,109.2747222,H1048,H08,barasertib,9.77E-09,M,10.56010041
1058,35795,120.8530556,H1048,H08,barasertib,9.77E-09,M,10.4855635
1059,33272,139.8225,H1048,H08,barasertib,9.77E-09,M,10.41247148
1060,20819,0,H1048,H09,barasertib,2.44E-09,M,9.94362131
1061,38836,14.94444444,H1048,H09,barasertib,2.44E-09,M,10.56710293
1062,49419,26.25305556,H1048,H09,barasertib,2.44E-09,M,10.80809024
1063,56966,46.34472222,H1048,H09,barasertib,2.44E-09,M,10.95020988
1064,64453,63.40472222,H1048,H09,barasertib,2.44E-09,M,11.07369155
1065,62804,76.06722222,H1048,H09,barasertib,2.44E-09,M,11.04777404
1066,75050,90.6525,H1048,H09,barasertib,2.44E-09,M,11.22590984
1067,82407,109.2747222,H1048,H09,barasertib,2.44E-09,M,11.31942566
1068,72257,120.8530556,H1048,H09,barasertib,2.44E-09,M,11.18798449
1069,78728,139.8225,H1048,H09,barasertib,2.44E-09,M,11.27375415
1070,17656,0,H1048,H10,barasertib,6.10E-10,M,9.778830948
1071,30548,14.94444444,H1048,H10,barasertib,6.10E-10,M,10.3270545
1072,36583,26.25305556,H1048,H10,barasertib,6.10E-10,M,10.50733893
1073,41507,46.34472222,H1048,H10,barasertib,6.10E-10,M,10.63361737
1074,47457,63.40472222,H1048,H10,barasertib,6.10E-10,M,10.76757932
1075,44329,76.06722222,H1048,H10,barasertib,6.10E-10,M,10.69939437
1076,45784,90.6525,H1048,H10,barasertib,6.10E-10,M,10.73168996
1077,48186,109.2747222,H1048,H10,barasertib,6.10E-10,M,10.7828238
1078,48315,120.8530556,H1048,H10,barasertib,6.10E-10,M,10.78549735
1079,53022,139.8225,H1048,H10,barasertib,6.10E-10,M,10.8784622
1080,18425,0,H1048,H11,barasertib,1.53E-10,M,9.821463717
1081,33210,14.94444444,H1048,H11,barasertib,1.53E-10,M,10.41060631
1082,46242,26.25305556,H1048,H11,barasertib,1.53E-10,M,10.74164376
1083,56508,46.34472222,H1048,H11,barasertib,1.53E-10,M,10.9421375
1084,59321,63.40472222,H1048,H11,barasertib,1.53E-10,M,10.99071865
1085,61597,76.06722222,H1048,H11,barasertib,1.53E-10,M,11.02836845
1086,70464,90.6525,H1048,H11,barasertib,1.53E-10,M,11.16285722
1087,87217,109.2747222,H1048,H11,barasertib,1.53E-10,M,11.37615455
1088,72085,120.8530556,H1048,H11,barasertib,1.53E-10,M,11.18560126
1089,68659,139.8225,H1048,H11,barasertib,1.53E-10,M,11.1369075
1090,18162,0,H1048,H12,barasertib,0,M,9.807086778
1091,27385,14.94444444,H1048,H12,barasertib,0,M,10.2177507
1092,32333,26.25305556,H1048,H12,barasertib,0,M,10.38384366
1093,45337,46.34472222,H1048,H12,barasertib,0,M,10.72187876
1094,48566,63.40472222,H1048,H12,barasertib,0,M,10.79067898
1095,40831,76.06722222,H1048,H12,barasertib,0,M,10.61719688
1096,52372,90.6525,H1048,H12,barasertib,0,M,10.86612738
1097,48537,109.2747222,H1048,H12,barasertib,0,M,10.79008167
1098,47883,120.8530556,H1048,H12,barasertib,0,M,10.77651581
1099,51934,139.8225,H1048,H12,barasertib,0,M,10.85772896
1100,12970,0,H1048,H13,YM-155,1.00E-05,M,9.470394277
1101,9068,14.94444444,H1048,H13,YM-155,1.00E-05,M,9.112507012
1102,14186,26.25305556,H1048,H13,YM-155,1.00E-05,M,9.560010842
1103,14195,46.34472222,H1048,H13,YM-155,1.00E-05,M,9.560645069
1104,12142,63.40472222,H1048,H13,YM-155,1.00E-05,M,9.404425796
1105,13984,76.06722222,H1048,H13,YM-155,1.00E-05,M,9.545669098
1106,12018,90.6525,H1048,H13,YM-155,1.00E-05,M,9.394160805
1107,12151,109.2747222,H1048,H13,YM-155,1.00E-05,M,9.40516675
1108,10017,120.8530556,H1048,H13,YM-155,1.00E-05,M,9.212038929
1109,10838,139.8225,H1048,H13,YM-155,1.00E-05,M,9.290813756
1110,11022,0,H1048,H14,YM-155,2.50E-06,M,9.307648554
1111,5021,14.94444444,H1048,H14,YM-155,2.50E-06,M,8.521384396
1112,8677,26.25305556,H1048,H14,YM-155,2.50E-06,M,9.068431126
1113,5987,46.34472222,H1048,H14,YM-155,2.50E-06,M,8.697345731
1114,9378,63.40472222,H1048,H14,YM-155,2.50E-06,M,9.1461218
1115,5037,76.06722222,H1048,H14,YM-155,2.50E-06,M,8.524565946
1116,6857,90.6525,H1048,H14,YM-155,2.50E-06,M,8.833025307
1117,4554,109.2747222,H1048,H14,YM-155,2.50E-06,M,8.423761247
1118,6512,120.8530556,H1048,H14,YM-155,2.50E-06,M,8.781401908
1119,6276,139.8225,H1048,H14,YM-155,2.50E-06,M,8.744488114
1120,14207,0,H1048,H15,YM-155,6.25E-07,M,9.56149008
1121,8759,14.94444444,H1048,H15,YM-155,6.25E-07,M,9.077837022
1122,9787,26.25305556,H1048,H15,YM-155,6.25E-07,M,9.188810253
1123,10634,46.34472222,H1048,H15,YM-155,6.25E-07,M,9.271811694
1124,12254,63.40472222,H1048,H15,YM-155,6.25E-07,M,9.413607693
1125,9659,76.06722222,H1048,H15,YM-155,6.25E-07,M,9.175645402
1126,15568,90.6525,H1048,H15,YM-155,6.25E-07,M,9.652972804
1127,12641,109.2747222,H1048,H15,YM-155,6.25E-07,M,9.444700778
1128,14077,120.8530556,H1048,H15,YM-155,6.25E-07,M,9.552297539
1129,11922,139.8225,H1048,H15,YM-155,6.25E-07,M,9.386140712
1130,17386,0,H1048,H16,YM-155,1.56E-07,M,9.763420564
1131,12607,14.94444444,H1048,H16,YM-155,1.56E-07,M,9.442007494
1132,9804,26.25305556,H1048,H16,YM-155,1.56E-07,M,9.190545745
1133,8962,46.34472222,H1048,H16,YM-155,1.56E-07,M,9.100748695
1134,12046,63.40472222,H1048,H16,YM-155,1.56E-07,M,9.396487934
1135,10648,76.06722222,H1048,H16,YM-155,1.56E-07,M,9.27312736
1136,9826,90.6525,H1048,H16,YM-155,1.56E-07,M,9.192787213
1137,15758,109.2747222,H1048,H16,YM-155,1.56E-07,M,9.665103452
1138,10334,120.8530556,H1048,H16,YM-155,1.56E-07,M,9.243194709
1139,11250,139.8225,H1048,H16,YM-155,1.56E-07,M,9.328123408
1140,20372,0,H1048,H17,YM-155,3.91E-08,M,9.921916688
1141,24637,14.94444444,H1048,H17,YM-155,3.91E-08,M,10.11200466
1142,18003,26.25305556,H1048,H17,YM-155,3.91E-08,M,9.79829369
1143,18241,46.34472222,H1048,H17,YM-155,3.91E-08,M,9.811427087
1144,20083,63.40472222,H1048,H17,YM-155,3.91E-08,M,9.907628965
1145,18837,76.06722222,H1048,H17,YM-155,3.91E-08,M,9.8435783
1146,22611,90.6525,H1048,H17,YM-155,3.91E-08,M,10.02619179
1147,21425,109.2747222,H1048,H17,YM-155,3.91E-08,M,9.972313743
1148,20432,120.8530556,H1048,H17,YM-155,3.91E-08,M,9.924857578
1149,19413,139.8225,H1048,H17,YM-155,3.91E-08,M,9.873698224
1150,18448,0,H1048,H18,YM-155,9.77E-09,M,9.822711243
1151,29172,14.94444444,H1048,H18,YM-155,9.77E-09,M,10.28096462
1152,36390,26.25305556,H1048,H18,YM-155,9.77E-09,M,10.50204929
1153,32867,46.34472222,H1048,H18,YM-155,9.77E-09,M,10.40022439
1154,33555,63.40472222,H1048,H18,YM-155,9.77E-09,M,10.42094116
1155,23454,76.06722222,H1048,H18,YM-155,9.77E-09,M,10.06279634
1156,36332,90.6525,H1048,H18,YM-155,9.77E-09,M,10.50045417
1157,28191,109.2747222,H1048,H18,YM-155,9.77E-09,M,10.24675806
1158,34596,120.8530556,H1048,H18,YM-155,9.77E-09,M,10.45149335
1159,26388,139.8225,H1048,H18,YM-155,9.77E-09,M,10.18066464
1160,23114,0,H1048,H19,YM-155,2.44E-09,M,10.04819377
1161,38820,14.94444444,H1048,H19,YM-155,2.44E-09,M,10.56669086
1162,47530,26.25305556,H1048,H19,YM-155,2.44E-09,M,10.76911637
1163,59984,46.34472222,H1048,H19,YM-155,2.44E-09,M,11.00183314
1164,71100,63.40472222,H1048,H19,YM-155,2.44E-09,M,11.17184262
1165,67923,76.06722222,H1048,H19,YM-155,2.44E-09,M,11.12612999
1166,68843,90.6525,H1048,H19,YM-155,2.44E-09,M,11.13958383
1167,70713,109.2747222,H1048,H19,YM-155,2.44E-09,M,11.16638471
1168,76111,120.8530556,H1048,H19,YM-155,2.44E-09,M,11.23994808
1169,67543,139.8225,H1048,H19,YM-155,2.44E-09,M,11.12051971
1170,18404,0,H1048,H20,YM-155,6.10E-10,M,9.820323311
1171,29603,14.94444444,H1048,H20,YM-155,6.10E-10,M,10.29563099
1172,37780,26.25305556,H1048,H20,YM-155,6.10E-10,M,10.53953514
1173,54385,46.34472222,H1048,H20,YM-155,6.10E-10,M,10.90384366
1174,49113,63.40472222,H1048,H20,YM-155,6.10E-10,M,10.80187904
1175,50668,76.06722222,H1048,H20,YM-155,6.10E-10,M,10.83304983
1176,54449,90.6525,H1048,H20,YM-155,6.10E-10,M,10.90501976
1177,55739,109.2747222,H1048,H20,YM-155,6.10E-10,M,10.92843536
1178,58084,120.8530556,H1048,H20,YM-155,6.10E-10,M,10.96964552
1179,57089,139.8225,H1048,H20,YM-155,6.10E-10,M,10.95236673
1180,22603,0,H1048,H21,YM-155,1.53E-10,M,10.02583792
1181,38774,14.94444444,H1048,H21,YM-155,1.53E-10,M,10.5655052
1182,55286,26.25305556,H1048,H21,YM-155,1.53E-10,M,10.92027499
1183,69892,46.34472222,H1048,H21,YM-155,1.53E-10,M,11.15470647
1184,70037,63.40472222,H1048,H21,YM-155,1.53E-10,M,11.15677895
1185,70039,76.06722222,H1048,H21,YM-155,1.53E-10,M,11.15680751
1186,80626,90.6525,H1048,H21,YM-155,1.53E-10,M,11.29757646
1187,76019,109.2747222,H1048,H21,YM-155,1.53E-10,M,11.23873859
1188,78310,120.8530556,H1048,H21,YM-155,1.53E-10,M,11.26843059
1189,83004,139.8225,H1048,H21,YM-155,1.53E-10,M,11.32664408
1190,17347,0,H1048,H22,YM-155,0,M,9.76117486
1191,24796,14.94444444,H1048,H22,YM-155,0,M,10.11843763
1192,33384,26.25305556,H1048,H22,YM-155,0,M,10.41583202
1193,38392,46.34472222,H1048,H22,YM-155,0,M,10.55560438
1194,41808,63.40472222,H1048,H22,YM-155,0,M,10.64084299
1195,36484,76.06722222,H1048,H22,YM-155,0,M,10.50462909
1196,38685,90.6525,H1048,H22,YM-155,0,M,10.56320721
1197,36166,109.2747222,H1048,H22,YM-155,0,M,10.49587473
1198,34263,120.8530556,H1048,H22,YM-155,0,M,10.44182133
1199,37344,139.8225,H1048,H22,YM-155,0,M,10.52792754
1200,21913,0,H1048,I03,SCH-1473759,1.00E-05,M,9.994835347
1201,10985,14.94444444,H1048,I03,SCH-1473759,1.00E-05,M,9.304285985
1202,5286,26.25305556,H1048,I03,SCH-1473759,1.00E-05,M,8.572817095
1203,6580,46.34472222,H1048,I03,SCH-1473759,1.00E-05,M,8.791790024
1204,6269,63.40472222,H1048,I03,SCH-1473759,1.00E-05,M,8.743372131
1205,6107,76.06722222,H1048,I03,SCH-1473759,1.00E-05,M,8.717190933
1206,5660,90.6525,H1048,I03,SCH-1473759,1.00E-05,M,8.641179171
1207,3112,109.2747222,H1048,I03,SCH-1473759,1.00E-05,M,8.043020885
1208,5424,120.8530556,H1048,I03,SCH-1473759,1.00E-05,M,8.59858883
1209,5012,139.8225,H1048,I03,SCH-1473759,1.00E-05,M,8.519590316
1210,13402,0,H1048,I04,SCH-1473759,2.50E-06,M,9.503159229
1211,15241,14.94444444,H1048,I04,SCH-1473759,2.50E-06,M,9.631744444
1212,15716,26.25305556,H1048,I04,SCH-1473759,2.50E-06,M,9.662434581
1213,15864,46.34472222,H1048,I04,SCH-1473759,2.50E-06,M,9.67180767
1214,12126,63.40472222,H1048,I04,SCH-1473759,2.50E-06,M,9.403107187
1215,10737,76.06722222,H1048,I04,SCH-1473759,2.50E-06,M,9.281450999
1216,11215,90.6525,H1048,I04,SCH-1473759,2.50E-06,M,9.325007447
1217,8126,109.2747222,H1048,I04,SCH-1473759,2.50E-06,M,9.002824077
1218,8671,120.8530556,H1048,I04,SCH-1473759,2.50E-06,M,9.067739403
1219,9301,139.8225,H1048,I04,SCH-1473759,2.50E-06,M,9.1378772
1220,25311,0,H1048,I05,SCH-1473759,6.25E-07,M,10.13899436
1221,28224,14.94444444,H1048,I05,SCH-1473759,6.25E-07,M,10.24792796
1222,29940,26.25305556,H1048,I05,SCH-1473759,6.25E-07,M,10.30695066
1223,24261,46.34472222,H1048,I05,SCH-1473759,6.25E-07,M,10.0966254
1224,25023,63.40472222,H1048,I05,SCH-1473759,6.25E-07,M,10.12755068
1225,17085,76.06722222,H1048,I05,SCH-1473759,6.25E-07,M,9.745956165
1226,23998,90.6525,H1048,I05,SCH-1473759,6.25E-07,M,10.08572577
1227,17822,109.2747222,H1048,I05,SCH-1473759,6.25E-07,M,9.788188928
1228,18953,120.8530556,H1048,I05,SCH-1473759,6.25E-07,M,9.849717509
1229,17789,139.8225,H1048,I05,SCH-1473759,6.25E-07,M,9.786335568
1230,15938,0,H1048,I06,SCH-1473759,1.56E-07,M,9.676461474
1231,22099,14.94444444,H1048,I06,SCH-1473759,1.56E-07,M,10.00328764
1232,21151,26.25305556,H1048,I06,SCH-1473759,1.56E-07,M,9.959442465
1233,22076,46.34472222,H1048,I06,SCH-1473759,1.56E-07,M,10.00224632
1234,15292,63.40472222,H1048,I06,SCH-1473759,1.56E-07,M,9.635085095
1235,14272,76.06722222,H1048,I06,SCH-1473759,1.56E-07,M,9.566054855
1236,15640,90.6525,H1048,I06,SCH-1473759,1.56E-07,M,9.657587014
1237,15074,109.2747222,H1048,I06,SCH-1473759,1.56E-07,M,9.620726684
1238,15788,120.8530556,H1048,I06,SCH-1473759,1.56E-07,M,9.667005437
1239,12299,139.8225,H1048,I06,SCH-1473759,1.56E-07,M,9.417273237
1240,24486,0,H1048,I07,SCH-1473759,3.91E-08,M,10.1058568
1241,27827,14.94444444,H1048,I07,SCH-1473759,3.91E-08,M,10.23376205
1242,37111,26.25305556,H1048,I07,SCH-1473759,3.91E-08,M,10.5216687
1243,27534,46.34472222,H1048,I07,SCH-1473759,3.91E-08,M,10.22317688
1244,26122,63.40472222,H1048,I07,SCH-1473759,3.91E-08,M,10.17053315
1245,23867,76.06722222,H1048,I07,SCH-1473759,3.91E-08,M,10.08025203
1246,19381,90.6525,H1048,I07,SCH-1473759,3.91E-08,M,9.872048484
1247,19962,109.2747222,H1048,I07,SCH-1473759,3.91E-08,M,9.901585745
1248,21897,120.8530556,H1048,I07,SCH-1473759,3.91E-08,M,9.99410492
1249,18540,139.8225,H1048,I07,SCH-1473759,3.91E-08,M,9.827685839
1250,16613,0,H1048,I08,SCH-1473759,9.77E-09,M,9.7179408
1251,24084,14.94444444,H1048,I08,SCH-1473759,9.77E-09,M,10.089303
1252,31121,26.25305556,H1048,I08,SCH-1473759,9.77E-09,M,10.34563811
1253,31215,46.34472222,H1048,I08,SCH-1473759,9.77E-09,M,10.34865403
1254,25958,63.40472222,H1048,I08,SCH-1473759,9.77E-09,M,10.16423513
1255,24366,76.06722222,H1048,I08,SCH-1473759,9.77E-09,M,10.100944
1256,21140,90.6525,H1048,I08,SCH-1473759,9.77E-09,M,9.958922259
1257,22441,109.2747222,H1048,I08,SCH-1473759,9.77E-09,M,10.01864492
1258,22059,120.8530556,H1048,I08,SCH-1473759,9.77E-09,M,10.00147596
1259,25396,139.8225,H1048,I08,SCH-1473759,9.77E-09,M,10.14234696
1260,22613,0,H1048,I09,SCH-1473759,2.44E-09,M,10.02628024
1261,36527,14.94444444,H1048,I09,SCH-1473759,2.44E-09,M,10.50580699
1262,42269,26.25305556,H1048,I09,SCH-1473759,2.44E-09,M,10.65180924
1263,59194,46.34472222,H1048,I09,SCH-1473759,2.44E-09,M,10.98857546
1264,50465,63.40472222,H1048,I09,SCH-1473759,2.44E-09,M,10.82903531
1265,48758,76.06722222,H1048,I09,SCH-1473759,2.44E-09,M,10.79462457
1266,59015,90.6525,H1048,I09,SCH-1473759,2.44E-09,M,10.98554693
1267,75344,109.2747222,H1048,I09,SCH-1473759,2.44E-09,M,11.22981957
1268,59806,120.8530556,H1048,I09,SCH-1473759,2.44E-09,M,10.99886127
1269,63538,139.8225,H1048,I09,SCH-1473759,2.44E-09,M,11.05939343
1270,19194,0,H1048,I10,SCH-1473759,6.10E-10,M,9.862353009
1271,27540,14.94444444,H1048,I10,SCH-1473759,6.10E-10,M,10.22339477
1272,37488,26.25305556,H1048,I10,SCH-1473759,6.10E-10,M,10.53177616
